classification,postal_code,street_number,street_name,street_type
Non Residential,B0J 3A0,371,MAGNIFICENT,AVE
Non Residential,B3A 1N1,195,WYSE,RD
Non Residential,B3L 1A1,6074,QUINPOOL,RD
Non Residential,B3K 3V4,2482,MAYNARD,ST
Non Residential,B2Y 1H7,115,PORTLAND,ST
Non Residential,B3T 1S1,2053,PROSPECT,RD
Non Residential,B3A 4M5,75,IROQUOIS,DR
Non Residential,B3K 4X4,3275,KEMPT,RD
Non Residential,B4E 1V3,893,SACKVILLE,DR
Non Residential,B0J 1T0,36,HARNISH,LANE
Non Residential,B3N 2T1,3659,DUTCH VILLAGE,RD
Non Residential,B3S 1K3,210,THOMAS RADDALL,DR
Non Residential,B3K 1T7,5837,ALMON,ST
Non Residential,B2X 2C6,250,WAVERLEY,RD
Non Residential,B4A 1J5,3,BEDFORD HILLS,RD
Non Residential,B4E 1V1,36,BAKER,DR
Non Residential,B3K 2R4,5881,DUFFUS,ST
Non Residential,B0J 3A0,278,MARINE PARADE,DR
Non Residential,B2X 2C1,194,WAVERLEY,RD
Non Residential,B3S 1T5,18,PARKLAND,DR
Non Residential,B3B 1X9,40,GLOSTER,CRT
Non Residential,B2Y 4K7,30,ESTATES,RD
Non Residential,B3K 1R4,5729,MCCULLY,ST
Non Residential,B3Z 2H8,5665,ST MARGARETS BAY,RD
Non Residential,B2S 1T2,468,OLD TRUNK,RD
Non Residential,B3B 0M1,259,COMMODORE,DR
Non Residential,B2Y 4K7,20,ESTATES,RD
Non Residential,B3Z 3S2,48,PEGGYS POINT,RD
Non Residential,B3P 1B2,151,DINGLE,RD
Non Residential,B4A 2S7,158,ROCKY LAKE,DR
Non Residential,B3K 4N5,2585,ROBIE,ST
Non Residential,B3L 1K7,6199,CHEBUCTO,RD
Non Residential,B3J 1V9,1728,BEDFORD,ROW
Non Residential,B4C 4G3,17,MURDOCK MACKAY,CRT
Non Residential,B3J 1S4,1668,LOWER WATER,ST
Non Residential,B3H 1Z8,6199,COBURG,RD
Non Residential,B2V 1A4,363,CALDWELL,RD
Non Residential,B3K 4B7,2353,AGRICOLA,ST
Non Residential,B3R 1K4,2,AUBURN,AVE
Non Residential,B3J 2J4,1469,BIRMINGHAM,ST
Non Residential,B2W 3P4,59,MONTAGUE,RD
Non Residential,B2Y 1E2,173,OCHTERLONEY,ST
Non Residential,B4B 1M5,5,WALLACE HILL,RD
Non Residential,B3H 2P9,1014,BARRINGTON,ST
Non Residential,B4C 0A3,27,WALKER,AVE
Non Residential,B2Y 3S5,352,PLEASANT,ST
Non Residential,B2T 1E5,1359,FALL RIVER,RD
Non Residential,B3T 1B8,1813,ST MARGARETS BAY,RD
Non Residential,B3H 1Z9,6230,COBURG,RD
Non Residential,B3B 1B4,525,WINDMILL,RD
Non Residential,B0J 2L0,425,WEST PETPESWICK,RD
Non Residential,B3K 1Z8,5710,YOUNG,ST
Non Residential,B3Z 1L8,4641,PROSPECT,RD
Non Residential,B3T 1P4,1000,PROSPECT,RD
Non Residential,B3K 3V2,2425,MAYNARD,ST
Non Residential,B3K 3B4,2180,GOTTINGEN,ST
Non Residential,B2Y 1C9,135,OCHTERLONEY,ST
Non Residential,B3B 1S3,136,THORNHILL,DR
Non Residential,B3V 1A2,702,OLD SAMBRO,RD
Non Residential,B3K 3E8,3542,NOVALEA,DR
Non Residential,B4E 3A5,38,MONARCH,DR
Non Residential,B3H 1V8,5788,UNIVERSITY,AVE
Non Residential,B3Z 1E7,26,KNOLL,RG
Non Residential,B3K 5K3,5214,GERRISH,ST
Non Residential,B3J 3T5,5543,CLYDE,ST
Non Residential,B0J 3A0,30,BOUNDARY,RD
Non Residential,B3J 2B6,1740,ARGYLE,ST
Non Residential,B3J 1S3,1655,LOWER WATER,ST
Non Residential,B3G 1J3,1807,CALDWELL,RD
Non Residential,B4C 2S4,629,SACKVILLE,DR
Non Residential,B3Z 3S1,173,PEGGYS POINT,RD
Non Residential,B3H 4J7,6369,COBURG,RD
Non Residential,B3K 4X1,3210,KEMPT,RD
Non Residential,B3J 2B3,1576,ARGYLE,ST
Non Residential,B4C 2R3,153,SACKVILLE,DR
Non Residential,B3T 1H5,3013,ST MARGARETS BAY,RD
Non Residential,B4B 1M5,2239,HAMMONDS PLAINS,RD
Non Residential,B3K 2W4,2164,BARRINGTON,ST
Non Residential,B3K 5X8,3791,NORTH MARGINAL,RD
Non Residential,B3L 2S6,2045,HARVARD,ST
Non Residential,B3Z 3G9,10515,PEGGYS COVE,RD
Non Residential,B0J 1T0,41,COLWELL,DR
Non Residential,B3B 1B3,550,WINDMILL,RD
Non Residential,B3G 1M9,1365,MAIN,RD
Non Residential,B3J 1M6,5171,GEORGE,ST
Non Residential,B3K 4E4,2830,AGRICOLA,ST
Non Residential,B3J 3Y5,1983,UPPER WATER,ST
Non Residential,B3B 1E1,28,FIELDING,AVE
Non Residential,B3B 1C8,40,BORDEN,AVE
Non Residential,B3K 3B1,2041,GOTTINGEN,ST
Non Residential,B2T 1K3,11,RED WING,DR
Non Residential,B3G 1M6,1096,MAIN,RD
Non Residential,B4C 3E4,70,FIRST LAKE,DR
Non Residential,B2S 2E4,5,LOGAN,RD
Non Residential,B3H 2W2,1018,SOUTH PARK,ST
Non Residential,B3G 1M7,1440,MAIN,RD
Non Residential,B3B 1V3,180,THORNHILL,DR
Non Residential,B3Z 3R4,9,MIDDLE POINT,RD
Non Residential,B3K 3B9,2352,GOTTINGEN,ST
Non Residential,B3M 2N4,18,TITUS,ST
Non Residential,B2Z 1G1,11,BROOKS,DR
Non Residential,B3B 0C9,102,JOHN SAVAGE,AVE
Non Residential,B3Z 2J3,13595,PEGGYS COVE,RD
Non Residential,B3K 5X8,3657,NORTH MARGINAL,RD
Non Residential,B3B 1J7,25,AKERLEY,BLVD
Non Residential,B3K 4C6,2576,AGRICOLA,ST
Non Residential,B2W 0A4,175,FRESHWATER,TRL
Non Residential,B2X 1R6,107,MAIN,ST
Non Residential,B2T 1C4,72,HALLS,RD
Non Residential,B4E 3A7,1379,SACKVILLE,DR
Non Residential,B3H 4P6,821,MARGINAL,RD
Non Residential,B3H 4K5,5415,VICTORIA,RD
Non Residential,B3K 3B1,2003,GOTTINGEN,ST
Non Residential,B4B 1H5,1,COMMAND,CRT
Non Residential,B3B 1Y1,120,EILEEN STUBBS,AVE
Non Residential,B2X 1T5,318,MAIN,ST
Non Residential,B3B 1B5,590,WINDMILL,RD
Non Residential,B4A 2W2,152,OAKMOUNT,DR
Non Residential,B2Y 2X3,10,MAPLE,ST
Non Residential,B3J 1Z7,1569,BARRINGTON,ST
Non Residential,B3T 1X2,731,TERENCE BAY,RD
Non Residential,B3H 3B4,624,FRANCKLYN,ST
Non Residential,B4C 2J8,387,OLD SACKVILLE,RD
Non Residential,B4A 2T6,524,ROCKY LAKE,DR
Non Residential,B3K 5N6,3129,KEMPT,RD
Non Residential,B4A 2H1,21,PERTH,ST
Non Residential,B3Z 0N2,17,SCHOLARS,RD
Non Residential,B3K 2X7,3260,BARRINGTON,ST
Non Residential,B3K 5B8,2198,WINDSOR,ST
Non Residential,B3K 3E8,3548,NOVALEA,DR
Non Residential,B0J 1N0,796,EAST CHEZZETCOOK,RD
Non Residential,B3H 4P7,1113,MARGINAL,RD
Non Residential,B3S 0G4,74,HOBSONS LAKE,DR
Non Residential,B2Y 1H8,118,PORTLAND,ST
Non Residential,B0J 3A0,30,CURTISS,RD
Non Residential,B3S 1C5,198,CHAIN LAKE,DR
Non Residential,B3B 1V1,144,ILSLEY,AVE
Non Residential,B2Z 1A8,35,WILFRED JACKSON,WAY
Non Residential,B0J 3B0,481,CHURCH POINT,RD
Non Residential,B3M 3P1,120,KEARNEY LAKE,RD
Non Residential,B3B 1L5,95,ILSLEY,AVE
Non Residential,B2Y 1C3,55,OCHTERLONEY,ST
Non Residential,B0J 2K0,1547,SOUTH SHORE,RD
Non Residential,B3S 1C5,184,CHAIN LAKE,DR
Non Residential,B3J 3P3,1310,HOLLIS,ST
Non Residential,B3T 1L9,19,LAKESIDE PARK,DR
Non Residential,B0J 1P0,1719,WEST JEDDORE,RD
Non Residential,B0J 1W0,309,EAST JEDDORE,RD
Non Residential,B3Z 3R2,8339,PEGGYS COVE,RD
Non Residential,B2T 1G7,271,WINDSOR JUNCTION,RD
Non Residential,B3K 4V4,2635,CLIFTON,ST
Non Residential,B4B 1P7,1036,LUCASVILLE,RD
Non Residential,B3A 3V1,49,LYNGBY,AVE
Non Residential,B3Z 2V4,8,ATTON,RD
Non Residential,B3Z 3S8,7034,PROSPECT,RD
Non Residential,B4E 3B3,100,BAMBRICK,RD
Non Residential,B3G 1G3,1610,SHORE,RD
Non Residential,B3B 1L3,10,ILSLEY,AVE
Non Residential,B0N 1X0,36,GLENMORE,RD
Non Residential,B3K 1Y5,5546,KAYE,ST
Non Residential,B3T 1B8,1844,ST MARGARETS BAY,RD
Non Residential,B2V 1A6,424,CALDWELL,RD
Non Residential,B4C 4H3,257,COBEQUID,RD
Non Residential,B3K 5K6,2338,LONGARD,PLZ
Non Residential,B0J 3A0,221,TARMAC,RD
Non Residential,B4G 0A7,971,WINDGATE,DR
Non Residential,B3A 4R2,7,HORIZON,CRT
Non Residential,B3H 2R5,968,MITCHELL,ST
Non Residential,B3A 1M2,112,WYSE,RD
Non Residential,B3T 1B3,1445,ST MARGARETS BAY,RD
Non Residential,B3V 1J4,132,KETCH HARBOUR,RD
Non Residential,B3V 1R9,30,SOUWESTER,LANE
Non Residential,B4E 3B1,31,ASHLEY,DR
Non Residential,B3K 4S4,3479,ROBIE,ST
Non Residential,B3L 1P7,6339,NORTH,ST
Non Residential,B0N 1X0,1806,HIGGINSVILLE,RD
Non Residential,B3R 1V4,328,HERRING COVE,RD
Non Residential,B4A 0K1,27,ESQUIRE,LANE
Non Residential,B0J 3A0,101,MAGNIFICENT,AVE
Non Residential,B3P 1M3,303,HERRING COVE,RD
Non Residential,B3L 1A8,6408,QUINPOOL,RD
Non Residential,B3K 1B9,5698,ARMOURY,PL
Non Residential,B3A 1W2,190,VICTORIA,RD
Non Residential,B3A 1M9,230,WYSE,RD
Non Residential,B3M 0G9,530,STARBOARD,DR
Non Residential,B4A 1C5,1361,BEDFORD,HWY
Non Residential,B4C 0B5,31,TEMPLE,TERR
Non Residential,B2T 1J6,57,SANCTUARY,CRT
Non Residential,B0J 1T0,33,STATION,RD
Non Residential,B3Z 1M3,10,OLD SCOTTS,RD
Non Residential,B3P 1K9,171,HERRING COVE,RD
Non Residential,B3R 1V8,364,HERRING COVE,RD
Non Residential,B3L 3E6,2016,QUINN,ST
Non Residential,B3V 1A4,890,OLD SAMBRO,RD
Non Residential,B3L 2W4,2958,OXFORD,ST
Non Residential,B3B 1Y9,1992,AGENCY,DR
Non Residential,B3S 1A2,88,CHAIN LAKE,DR
Non Residential,B3G 1M9,31,COW BAY,RD
Non Residential,B3M 4Y7,980,PARKLAND,DR
Non Residential,B3S 1B3,111,CHAIN LAKE,DR
Non Residential,B2T 0C1,111,SELFRIDGE,WAY
Non Residential,B0J 1N0,755,EAST CHEZZETCOOK,RD
Non Residential,B3V 1A4,61,Non Residential,DR
Non Residential,B3N 1K7,766,ST MARGARETS BAY,RD
Non Residential,B3R 1V4,330,HERRING COVE,RD
Non Residential,B3B 0C1,45,HECTOR,GATE
Non Residential,B3K 3B5,2209,GOTTINGEN,ST
Non Residential,B3B 0B8,93,HECTOR,GATE
Non Residential,B3L 3E3,2130,ARMCRESCENT WEST,AVE
Non Residential,B3B 1Z1,120,TROOP,AVE
Non Residential,B3K 5X8,3567,NORTH MARGINAL,RD
Non Residential,B3M 2J9,233,BEDFORD,HWY
Non Residential,B3B 0C1,37,HECTOR,GATE
Non Residential,B4C 3H3,94,METROPOLITAN,AVE
Non Residential,B0N 1X0,55,ARCHIBALD BROOK,RD
Non Residential,B4B 1G7,90,BLUEWATER,RD
Non Residential,B3V 1A3,793,OLD SAMBRO,RD
Non Residential,B2Z 1B4,188,ROSS,RD
Non Residential,B3T 1W4,11,TERENCE BAY,RD
Non Residential,B0J 3H0,20,LESLIES HILL,RD
Non Residential,B2W 2N3,866,PORTLAND,ST
Non Residential,B2Z 1A2,855,UPPER GOVERNOR,ST
Non Residential,B3B 1L6,30,TOPPLE,DR
Non Residential,B3L 2B3,6552,BAYERS,RD
Non Residential,B3B 0C9,210,JOHN SAVAGE,AVE
Non Residential,B3L 4X1,6982,MUMFORD,RD
Non Residential,B2Y 2W3,42,CANAL,ST
Non Residential,B4A 0C2,161,DAMASCUS,RD
Non Residential,B4G 0A6,740,WINDGATE,DR
Non Residential,B3K 3A8,2639,LORNE,TERR
Non Residential,B3K 4M4,2110,ROBIE,ST
Non Residential,B3G 1M7,1478,MAIN,RD
Non Residential,B3B 0B9,74,HECTOR,GATE
Non Residential,B3B 0C5,59,GALE,TERR
Non Residential,B3B 0E5,199,HECTOR,GATE
Non Residential,B3A 1J2,367,WINDMILL,RD
Non Residential,B2R 1Y7,2072,WAVERLEY,RD
Non Residential,B4E 3B5,2025,SACKVILLE,DR
Non Residential,B4B 1E3,2256,LARRY UTECK,BLVD
Non Residential,B3L 1L6,6513,CHEBUCTO,RD
Non Residential,B0N 1X0,492,ARCHIBALD BROOK,RD
Non Residential,B2V 1B9,153,WILLOWDALE,DR
Non Residential,B3Z 1L8,4567,PROSPECT,RD
Non Residential,B3A 4Z5,45,HIGHFIELD PARK,DR
Non Residential,B3H 3R2,1525,LEMARCHANT,ST
Non Residential,B2W 1H3,15,LILAC,ST
Non Residential,B3A 2Y4,216,SCHOOL,ST
Non Residential,B2V 2T2,213,BISSETT,RD
Non Residential,B4C 4E6,302,COBEQUID,RD
Non Residential,B3H 2A7,6420,COBURG,RD
Non Residential,B3E 1G6,1040,MYRA,RD
Non Residential,B3S 1A2,86,CHAIN LAKE,DR
Non Residential,B2W 4C2,107,WOODLAWN,RD
Non Residential,B3B 1H4,71,WRIGHT,AVE
Non Residential,B3K 5A7,3797,MACKINTOSH,ST
Non Residential,B0J 1T0,17,COLWELL,DR
Non Residential,B0N 2M0,272,LEMMON HILL,RD
Non Residential,B3Z 3W5,299,WHISTLERS COVE,RD
Non Residential,B2Y 1E9,31,QUEEN,ST
Non Residential,B3K 4X1,3330,KEMPT,RD
Non Residential,B3J 1S8,2180,UPPER WATER,ST
Non Residential,B3L 1P8,6417,NORTH,ST
Non Residential,B3K 6A7,2900,AGRICOLA,ST
Non Residential,B3K 4C9,2660,AGRICOLA,ST
Non Residential,B3H 1K8,5946,INGLIS,ST
Non Residential,B3K 4C4,2525,AGRICOLA,ST
Non Residential,B2Y 2N7,77,ALDERNEY,DR
Non Residential,B0J 3A0,141,WARRIOR,AVE
Non Residential,B3H 1S3,5303,TOBIN,ST
Non Residential,B3H 3C3,923,ROBIE,ST
Non Residential,B3B 1G8,15,WRIGHT,AVE
Non Residential,B3H 2P9,1020,BARRINGTON,ST
Non Residential,B2Z 1A5,220,LAKE LOON,RD
Non Residential,B3V 1L1,1420,KETCH HARBOUR,RD
Non Residential,B3A 4Y8,35,MICMAC,BLVD
Non Residential,B4A 1C7,1262,BEDFORD,HWY
Non Residential,B3T 1B8,1832,ST MARGARETS BAY,RD
Non Residential,B3B 0C7,21,LOGIEALMOND,CL
Non Residential,B3B 1C7,25,BORDEN,AVE
Non Residential,B4B 1S1,230,LUCASVILLE,RD
Non Residential,B2W 1K9,51,ATHORPE,DR
Non Residential,B3K 1K4,5664,CHARLES,ST
Non Residential,B3Z 3S8,7014,PROSPECT,RD
Non Residential,B4C 2R8,486,SACKVILLE,DR
Non Residential,B3Z 2K4,12930,PEGGYS COVE,RD
Non Residential,B3V 1L5,51,GEORGE GRAY,LANE
Non Residential,B3R 1X3,565,HERRING COVE,RD
Non Residential,B4E 3A6,1170,OLD SACKVILLE,RD
Non Residential,B0J 3A0,83,PROVIDER,RD
Non Residential,B3L 1A7,6426,QUINPOOL,RD
Non Residential,B3J 1Z9,1669,BARRINGTON,ST
Non Residential,B3S 1C6,18,OLAND,CRES
Non Residential,B3K 4M7,2398,ROBIE,ST
Non Residential,B3L 3Y8,7171,CLINTON,AVE
Non Residential,B2Z 1B1,14,LAKE MAJOR,RD
Non Residential,B2X 1T4,293,MAIN,ST
Non Residential,B3G 1A2,81,COW BAY,RD
Non Residential,B2V 1E7,984,COLE HARBOUR,RD
Non Residential,B3B 2A5,692,WINDMILL,RD
Non Residential,B3L 1V6,6463,ALMON,ST
Non Residential,B3J 1Z6,1598,BARRINGTON,ST
Non Residential,B3T 1S9,2320,PROSPECT,RD
Non Residential,B0J 1P0,1737,WEST JEDDORE,RD
Non Residential,B3B 1T2,90,RADDALL,AVE
Non Residential,B3N 2S2,3576,DUTCH VILLAGE,RD
Non Residential,B2Y 1K8,382,PORTLAND,ST
Non Residential,B2Y 3Y9,360,CONO,DR
Non Residential,B4A 2T7,748,ROCKY LAKE,DR
Non Residential,B4E 2R3,77,BEAVER BANK,RD
Non Residential,B2Y 1H7,117,PORTLAND,ST
Non Residential,B3K 4G3,3078,AGRICOLA,ST
Non Residential,B4C 4E6,345,COBEQUID,RD
Non Residential,B3J 1L1,5562,SACKVILLE,ST
Non Residential,B3M 1A4,65,MAIN,AVE
Non Residential,B3H 2R9,1086,QUEEN,ST
Non Residential,B3N 3E6,17,ALMA,CRES
Non Residential,B2T 1E4,310,GOUDEY,DR
Non Residential,B3K 5Z5,5271,AFRICVILLE,RD
Non Residential,B2Y 1H6,72,PORTLAND,ST
Non Residential,B2V 2S8,566,CALDWELL,RD
Non Residential,B2Z 1H2,336,ROSS,RD
Non Residential,B3Z 4H3,5210,ST MARGARETS BAY,RD
Non Residential,B2Y 4C2,65,KING,ST
Non Residential,B2T 1J1,1410,FALL RIVER,RD
Non Residential,B4C 2S1,447,SACKVILLE,DR
Non Residential,B3K 1M2,6112,WILLOW,ST
Non Residential,B2Z 1L6,2410,LAWRENCETOWN,RD
Non Residential,B3K 1Z7,5539,YOUNG,ST
Non Residential,B3V 1H5,7,OCEANBREEZE,AVE
Non Residential,B3V 1A7,80,BRUNT,RD
Non Residential,B3L 2B1,6426,BAYERS,RD
Non Residential,B4B 0V4,8,GARY MARTIN,DR
Non Residential,B4C 3Z6,51,METROPOLITAN,AVE
Non Residential,B3L 4R6,3825,JOSEPH HOWE,DR
Non Residential,B3S 1B5,19,CRANE LAKE,DR
Non Residential,B3L 1C2,6777,QUINPOOL,RD
Non Residential,B3K 2A3,6049,YOUNG,ST
Non Residential,B3P 1M3,289,HERRING COVE,RD
Non Residential,B3K 1B3,5511,CORNWALLIS,ST
Non Residential,B3Z 1H3,1,ELEANOR,LANE
Non Residential,B2X 1R6,145,MAIN,ST
Non Residential,B3Z 3J2,10189,PEGGYS COVE,RD
Non Residential,B3B 1Y5,70,THORNE,AVE
Non Residential,B0J 3A0,119,BONAVENTURE,ST
Non Residential,B3B 1R6,96,TRIDER,CRES
Non Residential,B4B 1J7,411,BLUEWATER,RD
Non Residential,B3N 2R9,3476,DUTCH VILLAGE,RD
Non Residential,B0J 1P0,111,WEST JEDDORE,RD
Non Residential,B3J 1G9,5661,SPRING GARDEN,RD
Non Residential,B0J 2K0,164,SHIERS,RD
Non Residential,B4E 0C1,36,FOUNDERS,CRT
Non Residential,B3L 1K6,2480,WINDSOR,ST
Non Residential,B2Y 1E9,29,QUEEN,ST
Non Residential,B3V 1R3,127,BULL POINT,RD
Non Residential,B4E 1K3,357,BEAVER BANK,RD
Non Residential,B4B 1S1,55,HEFLER,LANE
Non Residential,B3Z 4R6,10,SONNYS,RD
Non Residential,B3Z 3P1,12,GOVERNMENT WHARF,RD
Non Residential,B3J 2H8,1532,QUEEN,ST
Non Residential,B3K 5C4,2589,WINDSOR,ST
Non Residential,B4A 1E3,1527,BEDFORD,HWY
Non Residential,B2Y 3R8,230,PLEASANT,ST
Non Residential,B0J 1W0,133,BAKERS POINT,RD
Non Residential,B3V 1R9,60,SOUWESTER,LANE
Non Residential,B3V 1L5,49,GEORGE GRAY,LANE
Non Residential,B2V 1J7,92,COLBY,DR
Non Residential,B2W 2M9,657,PORTLAND,ST
Non Residential,B3K 3B3,2128,GOTTINGEN,ST
Non Residential,B3V 1A4,54,Non Residential,DR
Non Residential,B3T 2E4,121,SWAN,CRES
Non Residential,B3B 1B6,629,WINDMILL,RD
Non Residential,B3J 1T2,1650,BEDFORD,ROW
Non Residential,B3K 5E3,2785,WINDSOR,ST
Non Residential,B4E 3B3,1775,SACKVILLE,DR
Non Residential,B3K 5Z4,2885,ROBIE,ST
Non Residential,B3M 2L9,740,BEDFORD,HWY
Non Residential,B3J 1Z7,1563,BARRINGTON,ST
Non Residential,B3A 4A4,35,JACKSON,RD
Non Residential,B3K 2R5,6015,LADY HAMMOND,RD
Non Residential,B3K 3R6,2245,CREIGHTON,ST
Non Residential,B3Z 2J3,13589,PEGGYS COVE,RD
Non Residential,B4B 1P4,50,DUCK,RD
Non Residential,B3T 1P3,16,MILLS,DR
Non Residential,B3J 3L4,1263,QUEEN,ST
Non Residential,B3B 1W1,127,JOSEPH ZATZMAN,DR
Non Residential,B0J 3B0,200,POOL,RD
Non Residential,B3K 1L4,6192,CHARLES,ST
Non Residential,B2X 1S2,162,MAIN,ST
Non Residential,B3A 3G4,38,HOWE,ST
Non Residential,B3A 3G7,51,BOLAND,RD
Non Residential,B3B 1W3,38,ISNOR,DR
Non Residential,B2S 2C4,43,ISELEY,LANE
Non Residential,B3K 2Z8,2089,MAITLAND,ST
Non Residential,B3Z 3W7,15,LEARYS COVE,RD
Non Residential,B2Y 4T9,11,POSEIDON,CRT
Non Residential,B0J 1P0,11,STRIKE,LANE
Non Residential,B3H 3E6,1584,ROBIE,ST
Non Residential,B4B 1P6,1410,HAMMONDS PLAINS,RD
Non Residential,B3B 1R6,94,TRIDER,CRES
Non Residential,B3A 1G5,269,WINDMILL,RD
Non Residential,B4A 4E2,5,BROOKSHIRE,CRT
Non Residential,B4A 1B8,1156,BEDFORD,HWY
Non Residential,B2T 1J5,20,MILLER,LANE
Non Residential,B2Y 4P5,33,OCHTERLONEY,ST
Non Residential,B3K 3B5,2161,GOTTINGEN,ST
Non Residential,B0J 1W0,1454,EAST JEDDORE,RD
Non Residential,B3B 1Z2,110,THORNE,AVE
Non Residential,B0J 2L0,434,EAST PETPESWICK,RD
Non Residential,B3L 1A3,6132,QUINPOOL,RD
Non Residential,B4B 0G4,200,INNOVATION,DR
Non Residential,B3B 1V1,140,ILSLEY,AVE
Non Residential,B3Z 1H4,29,WESTWOOD,BLVD
Non Residential,B3K 4X6,3625,KEMPT,RD
Non Residential,B2Y 2R4,40,KING,ST
Non Residential,B3B 1P5,20,VIDITO,DR
Non Residential,B3P 1N4,2,MONT,ST
Non Residential,B3B 0B8,73,HECTOR,GATE
Non Residential,B3Z 3S2,124,PEGGYS POINT,RD
Non Residential,B2V 2S2,40,CALDWELL,RD
Non Residential,B2Z 1P3,2385,CROWELL,RD
Non Residential,B4G 1E8,1381,BEAVER BANK,RD
Non Residential,B3K 2Y9,2229,BRUNSWICK,ST
Non Residential,B3B 1S8,111,ILSLEY,AVE
Non Residential,B3B 1K5,10,ISNOR,DR
Non Residential,B3M 2J9,243,BEDFORD,HWY
Non Residential,B3K 4X1,3170,KEMPT,RD
Non Residential,B2Y 2S6,24,WENTWORTH,ST
Non Residential,B3K 4V4,2651,CLIFTON,ST
Non Residential,B3Z 1H7,3101,HAMMONDS PLAINS,RD
Non Residential,B4E 3A9,63,LIVELY,RD
Non Residential,B0J 3H0,9,OLD TAYLORS HEAD,RD
Non Residential,B3T 1P2,599,PROSPECT,RD
Non Residential,B3H 1J8,5500,INGLIS,ST
Non Residential,B3Z 3B4,56,UMLAH,RD
Non Residential,B3B 1X9,1,GLOSTER,CRT
Non Residential,B3H 3E2,1390,ROBIE,ST
Non Residential,B3K 1B2,5524,CORNWALLIS,ST
Non Residential,B3V 1G1,3811,OLD SAMBRO,RD
Non Residential,B3N 2T1,3651,DUTCH VILLAGE,RD
Non Residential,B2Y 1K7,365,PORTLAND,ST
Non Residential,B4A 1C3,1200,BEDFORD,HWY
Non Residential,B3K 2R9,6181,LADY HAMMOND,RD
Non Residential,B3K 2S3,6380,LADY HAMMOND,RD
Non Residential,B3J 2B5,1665,ARGYLE,ST
Non Residential,B3H 1Y7,5972,SPRING GARDEN,RD
Non Residential,B3K 2R9,6175,LADY HAMMOND,RD
Non Residential,B3H 2R8,1083,QUEEN,ST
Non Residential,B3S 1A1,174,HORSESHOE LAKE,DR
Non Residential,B3L 1A8,6448,QUINPOOL,RD
Non Residential,B3B 1V6,49,TRIDER,CRES
Non Residential,B3K 4X7,3434,KEMPT,RD
Non Residential,B3P 1M5,6,ST MICHAELS,AVE
Non Residential,B4E 3A9,1710,SACKVILLE,DR
Non Residential,B3L 2J1,7037,MUMFORD,RD
Non Residential,B2Z 1A3,35,SIMMONDS,RD
Non Residential,B3K 4B8,2385,AGRICOLA,ST
Non Residential,B2Y 4P9,25,NEPTUNE,CRES
Non Residential,B3L 1M8,7018,CHEBUCTO,RD
Non Residential,B4C 2R2,51,SACKVILLE,DR
Non Residential,B3K 3B2,2089,GOTTINGEN,ST
Non Residential,B4C 2N1,123,COBEQUID,RD
Non Residential,B0J 3A0,279,MARINE PARADE,DR
Non Residential,B3K 5P6,3611,COMMISSION,ST
Non Residential,B0J 1N0,30,COLFORD,DR
Non Residential,B3J 2B2,1579,ARGYLE,ST
Non Residential,B3L 1A3,6250,QUINPOOL,RD
Non Residential,B3M 4M3,80,LINCOLN,CRSS
Non Residential,B3P 0C8,26,RAMSGATE,LANE
Non Residential,B4E 1S1,829,SACKVILLE,DR
Non Residential,B3J 2H1,1975,GOTTINGEN,ST
Non Residential,B3J 1G5,5516,SPRING GARDEN,RD
Non Residential,B3B 0E1,16,FOULIS,ROW
Non Residential,B3N 3B2,28,WILLETT,ST
Non Residential,B3J 1S9,1891,UPPER WATER,ST
Non Residential,B2Y 4K1,10,MOUNT HOPE,AVE
Non Residential,B4E 3A9,1660,SACKVILLE,DR
Non Residential,B4A 2T6,488,ROCKY LAKE,DR
Non Residential,B4A 0H2,65,DELLRIDGE,LANE
Non Residential,B3A 3G7,61,BOLAND,RD
Non Residential,B3B 0C3,145,SHUBIE,DR
Non Residential,B2W 2M3,636,PORTLAND,ST
Non Residential,B2W 3E7,61,TACOMA,DR
Non Residential,B2Y 3R5,209,PLEASANT,ST
Non Residential,B3J 3L9,1972,ALBEMARLE,ST
Non Residential,B3H 1P8,5560,FENWICK,ST
Non Residential,B3B 2B9,88,GLORIA MCCLUSKEY,AVE
Non Residential,B3B 1P1,160,JOSEPH ZATZMAN,DR
Non Residential,B3K 4B7,2371,AGRICOLA,ST
Non Residential,B0J 3B0,605,MARINE,GTWY
Non Residential,B3B 1S3,170,THORNHILL,DR
Non Residential,B3B 2A7,73,WILLIAMS,AVE
Non Residential,B3K 4C9,2688,AGRICOLA,ST
Non Residential,B2Y 3R3,189,PLEASANT,ST
Non Residential,B2Y 4W7,510,PORTLAND,ST
Non Residential,B3Z 2E4,5832,ST MARGARETS BAY,RD
Non Residential,B0J 1T0,23,COLWELL,DR
Non Residential,B3K 5E4,2790,WINDSOR,ST
Non Residential,B2T 1G7,2,CHURCH,LANE
Non Residential,B3B 1L6,32,TOPPLE,DR
Non Residential,B2V 1N6,1382,COLE HARBOUR,RD
Non Residential,B2X 1R5,90,MAIN,ST
Non Residential,B4B 1H2,103,BLUEWATER,RD
Non Residential,B3K 1T7,5911,ALMON,ST
Non Residential,B3J 2K2,1512,DRESDEN,ROW
Non Residential,B3L 1A3,6174,QUINPOOL,RD
Non Residential,B3B 0M8,100,MARKETPLACE,DR
Non Residential,B3N 2T1,3657,DUTCH VILLAGE,RD
